first_name,last_name,plays,gender,country,age,DOB,height,weight,current_singles,highest_singles,current_doubles,highest_doubles,singles_main_tournmaents,singles_lower_tournaments,doubles_main_tournaments,doubles_lower_tournaments,wins_singles,losses_singles,total_singles,References
డెస్చాంప్స్,అలన్,కుడి,పురుషుడు,ఫ్రాన్స్,20,17. 8. 2001,,,1586,1581,1098,1095,0,0,0,0,7,15,,https://www.tennisexplorer.com/list-players/?country=france
స్టువర్ట్,ఒలివర్,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,1586,1578,,,0,0,0,0,0,3,,https://www.tennisexplorer.com/list-players/?country=france
దే,షెప్పర్ జొఫ్రేయ్ ,కుడి,పురుషుడు,ఫ్రాన్స్,30,16. 9. 1991,196 cm,91 kg,1615,977,1235,525,0,0,0,0,56,84,,https://www.tennisexplorer.com/list-players/?country=france
లారెంట్,యానైస్,కుడి,పురుషుడు,ఫ్రాన్స్,29,6. 6. 1992,183 cm,76 kg,1650,503,1189,398,0,1,0,1,139,113,,https://www.tennisexplorer.com/list-players/?country=france
వెర్సియర్,వివియన్,కుడి,పురుషుడు,ఫ్రాన్స్,24,9. 11. 1997,,,1650,1588,,,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=france
కేయర్,పాల్,కుడి,పురుషుడు,ఫ్రాన్స్,27,26. 4. 1995,,,1683,856,1740,818,0,0,0,0,33,45,,https://www.tennisexplorer.com/list-players/?country=france
పియర్,హ్యూగో,కుడి,పురుషుడు,ఫ్రాన్స్,26,13. 3. 1996,,,1694,1429,1779,1417,0,0,0,0,7,20,,https://www.tennisexplorer.com/list-players/?country=france
సదౌయి,మెహదీ,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,1694,1577,2407,2159,0,0,0,0,4,8,,https://www.tennisexplorer.com/list-players/?country=france
దే,లా  బాసెటియర్  కాన్స్టాంట్ ,కుడి,పురుషుడు,ఫ్రాన్స్,24,22. 1. 1998,185 cm,176 kg,1709,1212,1329,779,0,0,0,0,32,29,,https://www.tennisexplorer.com/list-players/?country=france
డెలీర్స్నైడర్,క్లెమెంట్,కుడి,పురుషుడు,ఫ్రాన్స్,20,13. 11. 2001,,,1709,1638,1503,1491,0,0,0,0,4,5,,https://www.tennisexplorer.com/list-players/?country=france
జాంకోవిట్స్,యానిక్,కుడి,పురుషుడు,ఫ్రాన్స్,35,6. 1. 1987,,,1709,226,2095,215,0,17,0,17,177,100,,https://www.tennisexplorer.com/list-players/?country=france
ముసిటెల్లి,ఫ్రాంకోయిస్,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,1709,1709,,1094,0,0,0,0,5,3,,https://www.tennisexplorer.com/list-players/?country=france
బావి,రోమైన్,ఎడమ,పురుషుడు,ఫ్రాన్స్,27,29. 6. 1994,185 cm,82 kg,1816,882,2261,758,0,0,0,0,46,52,,https://www.tennisexplorer.com/list-players/?country=france
కాస్నెట్,చార్లీలీ,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,1816,1808,,,0,0,0,0,0,2,,https://www.tennisexplorer.com/list-players/?country=france
డైప్,ఫ్లోరెంట్,కుడి,పురుషుడు,ఫ్రాన్స్,30,24. 9. 1991,191 cm,80 kg,1816,592,,486,0,1,0,1,130,104,,https://www.tennisexplorer.com/list-players/?country=france
లకత్,ఫ్లోరియన్,కుడి,పురుషుడు,ఫ్రాన్స్,26,3. 8. 1995,196 cm,92 kg,1816,680,1507,252,0,0,0,0,90,37,,https://www.tennisexplorer.com/list-players/?country=france
పాపమలమిస్,థియో,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,1816,1766,,,0,0,0,0,0,2,,https://www.tennisexplorer.com/list-players/?country=france
ప్రోడ్'హోమ్,లిలియన్,కుడి,పురుషుడు,ఫ్రాన్స్,23,25. 11. 1998,,,1816,1579,,1639,0,0,0,0,0,5,,https://www.tennisexplorer.com/list-players/?country=france
రౌసెట్,నికోలస్,కుడి,పురుషుడు,ఫ్రాన్స్,22,19. 10. 1999,,,1816,1808,1294,1211,0,0,0,0,7,5,,https://www.tennisexplorer.com/list-players/?country=france
సిబిల్లే,ఇమ్రాన్,కుడి,పురుషుడు,ఫ్రాన్స్,20,4. 2. 2002,,,1816,1808,2261,1121,0,0,0,0,3,11,,https://www.tennisexplorer.com/list-players/?country=france
వెబర్,ఆర్థర్,ఎడమ,పురుషుడు,ఫ్రాన్స్,30,9. 5. 1992,,,1816,1260,1483,1472,0,0,0,0,4,7,,https://www.tennisexplorer.com/list-players/?country=france
వెస్ట్‌ఫాల్,మాక్స్,కుడి,పురుషుడు,ఫ్రాన్స్,18,4. 6. 2003,,,1816,1808,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=france
డెల్మాస్,అమౌరీ,కుడి,పురుషుడు,ఫ్రాన్స్,24,1. 4. 1998,,,1925,1218,1523,750,0,0,0,0,39,40,,https://www.tennisexplorer.com/list-players/?country=france
గోబాట్,అడ్రియన్,కుడి,పురుషుడు,ఫ్రాన్స్,20,10. 7. 2001,,,1925,1913,,2196,0,0,0,0,1,4,,https://www.tennisexplorer.com/list-players/?country=france
గుయిడాన్,క్వెంటిన్,కుడి,పురుషుడు,ఫ్రాన్స్,27,25. 7. 1994,175 cm,70 kg,1925,1448,1130,1115,0,0,0,0,9,29,,https://www.tennisexplorer.com/list-players/?country=france
ఊమౌచె,రాయనే,ఎడమ,పురుషుడు,ఫ్రాన్స్,24,22. 6. 1997,,,1925,1437,,1424,0,0,0,0,2,9,,https://www.tennisexplorer.com/list-players/?country=france
పాలిస్కా,బ్రాడ్లీ,కుడి,పురుషుడు,ఫ్రాన్స్,19,2. 9. 2002,,,1925,1614,1521,1509,0,0,0,0,3,4,,https://www.tennisexplorer.com/list-players/?country=france
మోరెట్,జోరిస్,కుడి,పురుషుడు,ఫ్రాన్స్,20,25. 7. 2001,,,2005,1735,,,0,0,0,0,0,3,,https://www.tennisexplorer.com/list-players/?country=france
విన్సెంట్,ఆంటోయిన్,కుడి,పురుషుడు,ఫ్రాన్స్,24,1. 6. 1998,,,2005,1992,,,0,0,0,0,0,5,,https://www.tennisexplorer.com/list-players/?country=france
పియత్రి,బెంజమిన్,కుడి,పురుషుడు,ఫ్రాన్స్,25,31. 7. 1996,180 cm,78 kg,2063,663,2261,726,0,0,0,0,43,63,,https://www.tennisexplorer.com/list-players/?country=france
దుబౌచ్,గరిష్టం,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,2092,2077,,,0,0,0,0,1,4,,https://www.tennisexplorer.com/list-players/?country=france
మొనాకో,ఆంటోయిన్,కుడి,పురుషుడు,ఫ్రాన్స్,25,24. 4. 1997,,,2092,2024,2184,2184,0,0,0,0,4,10,,https://www.tennisexplorer.com/list-players/?country=france
అలిమ్లి,మికైల్,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,2114,1566,1594,1583,0,0,0,0,4,10,,https://www.tennisexplorer.com/list-players/?country=france
బ్రోసెట్,శామ్యూల్,కుడి,పురుషుడు,ఫ్రాన్స్,24,14. 1. 1998,,,2129,749,,1323,0,1,0,1,1,14,,https://www.tennisexplorer.com/list-players/?country=france
పోంచెట్,మాట్,కుడి,పురుషుడు,ఫ్రాన్స్,18,1. 1. 2004,,,2129,1738,1915,1915,0,0,0,0,2,9,,https://www.tennisexplorer.com/list-players/?country=france
అగ్నియేల్,ఆర్నాడ్,కుడి,పురుషుడు,ఫ్రాన్స్,40,23. 1. 1982,,,,1526,,965,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అజావోన్,లియోవా,కుడి,పురుషుడు,ఫ్రాన్స్,,,,,,1658,,1658,0,0,0,0,1,5,,https://www.tennisexplorer.com/list-players/?country=france
అలీ,కాయోల్ కాయోల్,ఎడమ,పురుషుడు,ఫ్రాన్స్,39,10. 1. 1983,,,,1333,,1534,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అలిజోన్,సెబాస్టియన్,కుడి,పురుషుడు,ఫ్రాన్స్,47,25. 2. 1975,,,,1085,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అల్లెగ్రే,విన్సెంట్,కుడి,పురుషుడు,ఫ్రాన్స్,48,17. 5. 1974,,,,408,,623,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అల్మాగ్రిడా,జెరోమ్,కుడి,పురుషుడు,ఫ్రాన్స్,42,18. 3. 1980,,,,1014,,1275,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అల్మేడా,రాబిన్,కుడి,పురుషుడు,ఫ్రాన్స్,27,4. 6. 1994,,,,1746,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అన్సెల్మో,బాప్టిస్ట్,కుడి,పురుషుడు,ఫ్రాన్స్,20,14. 6. 2001,,,,1448,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=france
అంత్చాండీ,హెర్వ్,కుడి,పురుషుడు,ఫ్రాన్స్,26,23. 11. 1995,,,,1425,,1873,0,0,0,0,3,18,,https://www.tennisexplorer.com/list-players/?country=france
అర్మాండ్,లోయిక్,కుడి,పురుషుడు,ఫ్రాన్స్,43,7. 11. 1978,,,,1333,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
అసియోన్,థియరీ,కుడి,పురుషుడు,ఫ్రాన్స్,41,17. 1. 1981,187 cm,89 kg,,81,,140,0,10,0,10,50,79,,https://www.tennisexplorer.com/list-players/?country=france
అటియాస్,ప్యాట్రిస్,కుడి,పురుషుడు,ఫ్రాన్స్,44,2. 5. 1978,,,,834,,429,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
ఔడౌయ్,జేవియర్,ఎడమ,పురుషుడు,ఫ్రాన్స్,47,25. 4. 1975,,,,406,,243,0,1,0,1,5,20,,https://www.tennisexplorer.com/list-players/?country=france
అఫ్రే,చార్లెస్,కుడి,పురుషుడు,ఫ్రాన్స్,49,24. 2. 1973,,,,191,,619,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=france
ఔరడౌ,మార్క్,కుడి,పురుషుడు,ఫ్రాన్స్,37,9. 7. 1984,,,,721,,432,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=france
అజ్కోగా,ఆంథోనీ,కుడి,పురుషుడు,ఫ్రాన్స్,42,25. 3. 1980,,,,1345,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
బ్యాచిలట్,జీన్‌  ఫ్రాంకోయిస్,కుడి,పురుషుడు,ఫ్రాన్స్,44,11. 6. 1977,,,,135,,74,0,7,0,7,86,68,,https://www.tennisexplorer.com/list-players/?country=france
బార్బియర్,రోనన్,కుడి,పురుషుడు,ఫ్రాన్స్,47,24. 9. 1974,,,,476,,797,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
బార్బోట్,జోసెలిన్,కుడి,పురుషుడు,ఫ్రాన్స్,41,25. 5. 1981,,,,1131,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
బారన్,మార్కో  లివియర్,కుడి,పురుషుడు,ఫ్రాన్స్,43,5. 6. 1978,,,,929,,774,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=france
బార్రాస్,జోహన్,కుడి,పురుషుడు,ఫ్రాన్స్,44,11. 1. 1978,,,,1312,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
బర్తేజ్,లియోనెల్,కుడి,పురుషుడు,ఫ్రాన్స్,55,18. 5. 1967,,,,588,,333,0,0,0,0,0,2,,https://www.tennisexplorer.com/list-players/?country=france
బౌదత్,విన్సెంట్,కుడి,పురుషుడు,ఫ్రాన్స్,42,10. 6. 1979,,,,803,,389,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=france
బౌడిన్,సిరిల్,కుడి,పురుషుడు,ఫ్రాన్స్,38,21. 9. 1983,,,,639,,554,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=france
బౌద్రీ,సైమన్,కుడి,పురుషుడు,ఫ్రాన్స్,24,5. 9. 1997,178 cm,70 kg,,1748,,,0,0,0,0,1,7,,https://www.tennisexplorer.com/list-players/?country=france
బాయర్,మార్క్,కుడి,పురుషుడు,ఫ్రాన్స్,46,23. 9. 1975,,,,455,,880,0,1,0,1,0,1,,https://www.tennisexplorer.com/list-players/?country=france
బయనే,గ్రెగొరీ,కుడి,పురుషుడు,ఫ్రాన్స్,29,28. 10. 1992,,,,1401,,1433,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=france
బేయార్డ్,డామియన్,కుడి,పురుషుడు,ఫ్రాన్స్,26,29. 2. 1996,,,,840,1852,1134,0,0,0,0,9,14,,https://www.tennisexplorer.com/list-players/?country=france
బయెట్,బాప్టిస్ట్,ఎడమ,పురుషుడు,ఫ్రాన్స్,38,20. 1. 1984,,,,785,,612,0,0,0,0,1,5,,https://www.tennisexplorer.com/list-players/?country=france
బెలోట్,కాన్స్టాంటిన్,కుడి,పురుషుడు,ఫ్రాన్స్,31,20. 2. 1991,,,,633,,707,0,1,0,1,36,62,,https://www.tennisexplorer.com/list-players/?country=france
బెన్నెటో,ఆంటోయిన్,కుడి,పురుషుడు,ఫ్రాన్స్,35,30. 6. 1986,,,,370,,335,0,2,0,2,56,27,,https://www.tennisexplorer.com/list-players/?country=france
బెన్నెటో,జూలియన్,కుడి,పురుషుడు,ఫ్రాన్స్,40,20. 12. 1981,185 cm,79 kg,,25,,5,0,5,0,5,328,224,,https://www.tennisexplorer.com/list-players/?country=france
బెన్సడౌన్,లారెంట్,కుడి,పురుషుడు,ఫ్రాన్స్,45,14. 1. 1977,,,,770,,731,0,0,0,0,1,1,,https://www.tennisexplorer.com/list-players/?country=france
బెన్సౌసన్,శామ్యూల్,కుడి,పురుషుడు,ఫ్రాన్స్,30,18. 11. 1991,170 cm,68 kg,,405,,502,0,1,0,1,98,106,,https://www.tennisexplorer.com/list-players/?country=france
బెర్లాండ్,తిబౌడ్,కుడి,పురుషుడు,ఫ్రాన్స్,28,21. 6. 1993,,,,1107,,1118,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=france
బెర్నాబే,ఆర్థర్,ఎడమ,పురుషుడు,ఫ్రాన్స్,21,8. 1. 2001,,,,1648,2184,1286,0,0,0,0,6,4,,https://www.tennisexplorer.com/list-players/?country=france
బెర్టిమోన్,మాక్సెన్స్,కుడి,పురుషుడు,ఫ్రాన్స్,22,20. 9. 1999,,,,1280,,1484,0,0,0,0,2,15,,https://www.tennisexplorer.com/list-players/?country=france
